Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/VideoPlayer/VerifyVideoCanPlay,Chrome 89.0.4389.90,,,2021-03-31 10:02:26,2021-03-31 10:03:24,57.956s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:02:26,2021-03-31 10:02:26,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:02:27,2021-03-31 10:02:29,2.473s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:02:29,2021-03-31 10:02:29,0.119s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 10:02:29,2021-03-31 10:02:31,2.034s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:02:31,2021-03-31 10:02:33,1.476s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:02:33,2021-03-31 10:02:33,0.858s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.90,,,2021-03-31 10:02:33,2021-03-31 10:02:37,3.816s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.90,,,2021-03-31 10:02:37,2021-03-31 10:02:38,0.316s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 3)",Chrome 89.0.4389.90,,,2021-03-31 10:02:38,2021-03-31 10:02:38,0.868s,PASSED
commonActions.VideoPlayer.verifyPlayer(25),Chrome 89.0.4389.90,,,2021-03-31 10:02:38,2021-03-31 10:03:24,45.133s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 10:03:24,2021-03-31 10:03:24,0.677s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:03:24,2021-03-31 10:03:24,0.001s,PASSED
,,,,,,,
Test Cases/UnlockComic/VerifyUnlockComic,Chrome 89.0.4389.90,,,2021-03-31 10:03:24,2021-03-31 10:03:52,27.614s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:03:24,2021-03-31 10:03:24,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:03:24,2021-03-31 10:03:27,2.581s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:03:27,2021-03-31 10:03:27,0.118s,PASSED
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.90,,,2021-03-31 10:03:27,2021-03-31 10:03:36,9.059s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.90,,,2021-03-31 10:03:36,2021-03-31 10:03:49,12.690s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/COMIC_RESULT_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:03:49,2021-03-31 10:03:49,0.282s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_SORT""))",Chrome 89.0.4389.90,,,2021-03-31 10:03:49,2021-03-31 10:03:51,1.539s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""), 3)",Chrome 89.0.4389.90,,,2021-03-31 10:03:51,2021-03-31 10:03:52,1.169s,FAILED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:03:52,2021-03-31 10:03:52,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchData,Chrome 89.0.4389.90,,,2021-03-31 10:03:52,2021-03-31 10:04:01,9.111s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:03:52,2021-03-31 10:03:52,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:03:52,2021-03-31 10:03:55,3.136s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:03:55,2021-03-31 10:03:55,0.117s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 10:03:55,2021-03-31 10:03:57,2.057s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:03:57,2021-03-31 10:03:59,1.315s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:03:59,2021-03-31 10:04:00,1.700s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 10:04:00,2021-03-31 10:04:01,0.637s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:01,2021-03-31 10:04:01,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchSugguest,Chrome 89.0.4389.90,,,2021-03-31 10:04:01,2021-03-31 10:04:09,8.209s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:01,2021-03-31 10:04:01,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:04:01,2021-03-31 10:04:04,2.559s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:04:04,2021-03-31 10:04:04,0.118s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 10:04:04,2021-03-31 10:04:06,2.392s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:04:06,2021-03-31 10:04:08,1.324s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 10:04:08,2021-03-31 10:04:09,0.968s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 10:04:09,2021-03-31 10:04:09,0.682s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:09,2021-03-31 10:04:09,0.002s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyClickingOnGenre,Chrome 89.0.4389.90,,,2021-03-31 10:04:09,2021-03-31 10:04:18,8.750s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:09,2021-03-31 10:04:09,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:04:09,2021-03-31 10:04:12,2.450s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:04:12,2021-03-31 10:04:12,0.114s,PASSED
"commonActions.ClickableActions.clickingOnGenre(findTestObject(""Object Repository/VideoDetailPageUI/TEXT_LINK_GENER""))",Chrome 89.0.4389.90,,,2021-03-31 10:04:12,2021-03-31 10:04:17,5.403s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 10:04:17,2021-03-31 10:04:18,0.640s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:18,2021-03-31 10:04:18,0.001s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyRankingcheckOnComicPage,Chrome 89.0.4389.90,,,2021-03-31 10:04:18,2021-03-31 10:04:50,31.622s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:18,2021-03-31 10:04:18,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:04:18,2021-03-31 10:04:21,2.495s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:04:21,2021-03-31 10:04:21,0.118s,PASSED
commonActions.PageActions.openComicPage(),Chrome 89.0.4389.90,,,2021-03-31 10:04:21,2021-03-31 10:04:23,2.619s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 10:04:23,2021-03-31 10:04:49,25.998s,PASSED
"commonActions.Comics.CheckComicRankingDisplay20Items(findTestObject(""ComicPageUI/COMIC_RANKING_SECTION""))",Chrome 89.0.4389.90,,,2021-03-31 10:04:49,2021-03-31 10:04:50,0.258s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:50,2021-03-31 10:04:50,0.000s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyClickOnAddToMyList,Chrome 89.0.4389.90,,,2021-03-31 10:04:50,2021-03-31 10:05:27,37.789s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:04:50,2021-03-31 10:04:50,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:04:50,2021-03-31 10:04:53,3.148s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:04:53,2021-03-31 10:04:53,0.120s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 10:04:53,2021-03-31 10:05:01,7.983s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 10:05:01,2021-03-31 10:05:27,25.720s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 10:05:27,2021-03-31 10:05:27,0.665s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:05:27,2021-03-31 10:05:27,0.001s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyMyListShowValidData,Chrome 89.0.4389.90,,,2021-03-31 10:05:27,2021-03-31 10:06:03,35.238s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:05:27,2021-03-31 10:05:27,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:05:28,2021-03-31 10:05:30,2.695s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:05:30,2021-03-31 10:05:30,0.118s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 10:05:30,2021-03-31 10:05:38,7.785s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 10:05:38,2021-03-31 10:06:02,23.835s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 10:06:02,2021-03-31 10:06:03,0.663s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:06:03,2021-03-31 10:06:03,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyAlbumDisplayed,Chrome 89.0.4389.90,,,2021-03-31 10:06:03,2021-03-31 10:06:23,20.064s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:06:03,2021-03-31 10:06:03,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:06:03,2021-03-31 10:06:05,2.533s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:06:05,2021-03-31 10:06:05,0.116s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 10:06:05,2021-03-31 10:06:06,0.220s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 10:06:06,2021-03-31 10:06:21,15.111s,PASSED
"commonActions.PageActions.checkAlbumItemsCanClickable(findTestObject(""Object Repository/POPS App UI/HomePageUI/ALBUM_PART""))",Chrome 89.0.4389.90,,,2021-03-31 10:06:21,2021-03-31 10:06:21,0.666s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 10:06:21,2021-03-31 10:06:23,1.281s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:06:23,2021-03-31 10:06:23,0.000s,PASSED
,,,,,,,
Test Cases/Component/VerifyRecommandationDisplayed,Chrome 89.0.4389.90,,,2021-03-31 10:06:23,2021-03-31 10:06:46,23.271s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:06:23,2021-03-31 10:06:23,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 10:06:23,2021-03-31 10:06:26,3.148s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 10:06:26,2021-03-31 10:06:26,0.119s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 10:06:26,2021-03-31 10:06:26,0.221s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 10:06:26,2021-03-31 10:06:43,16.234s,PASSED
"commonActions.PageActions.checkRecommandation(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 10:06:43,2021-03-31 10:06:43,0.890s,PASSED
"commonActions.PageActions.checkReCommandationCanClickable(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 10:06:43,2021-03-31 10:06:45,1.243s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 10:06:45,2021-03-31 10:06:46,1.275s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 10:06:46,2021-03-31 10:06:46,0.001s,PASSED
