Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"commonActions.VideoPlayer.nextVideoByClicking(findTestObject(""VideoDetailPageUI/video_frame""))",Chrome 89.0.4389.90,,,2021-03-31 11:19:02,2021-03-31 11:19:48,46.458s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:19:48,2021-03-31 11:19:49,0.684s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:19:49,2021-03-31 11:19:49,0.002s,PASSED
,,,,,,,
Test Cases/VideoPlayer/VerifyVideoCanPlay,Chrome 89.0.4389.90,,,2021-03-31 11:19:49,2021-03-31 11:20:52,1m - 3.207s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:19:49,2021-03-31 11:19:49,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:19:49,2021-03-31 11:19:52,2.673s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:19:52,2021-03-31 11:19:52,0.169s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 11:19:52,2021-03-31 11:19:55,2.898s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:19:55,2021-03-31 11:19:56,1.281s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:19:56,2021-03-31 11:19:57,1.019s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.90,,,2021-03-31 11:19:57,2021-03-31 11:20:01,3.877s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.90,,,2021-03-31 11:20:01,2021-03-31 11:20:02,0.288s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 3)",Chrome 89.0.4389.90,,,2021-03-31 11:20:02,2021-03-31 11:20:03,1.037s,PASSED
commonActions.VideoPlayer.verifyPlayer(25),Chrome 89.0.4389.90,,,2021-03-31 11:20:03,2021-03-31 11:20:52,49.102s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:20:52,2021-03-31 11:20:52,0.686s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:20:52,2021-03-31 11:20:52,0.001s,PASSED
,,,,,,,
Test Cases/UnlockComic/VerifyUnlockComic,Chrome 89.0.4389.90,,,2021-03-31 11:20:52,2021-03-31 11:21:34,41.443s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:20:52,2021-03-31 11:20:52,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:20:53,2021-03-31 11:20:58,5.048s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:20:58,2021-03-31 11:20:58,0.120s,PASSED
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.90,,,2021-03-31 11:20:58,2021-03-31 11:21:06,8.418s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.90,,,2021-03-31 11:21:06,2021-03-31 11:21:20,13.704s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/COMIC_RESULT_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:20,2021-03-31 11:21:20,0.283s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_SORT""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:20,2021-03-31 11:21:21,1.330s,PASSED
"commonActions.Comics.checkUnlockChapterVisible(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:21,2021-03-31 11:21:31,9.991s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:31,2021-03-31 11:21:32,1.044s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_BUY_NOW""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:32,2021-03-31 11:21:33,0.631s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:21:33,2021-03-31 11:21:34,0.689s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:21:34,2021-03-31 11:21:34,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchData,Chrome 89.0.4389.90,,,2021-03-31 11:21:34,2021-03-31 11:21:41,7.607s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:21:34,2021-03-31 11:21:34,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:21:34,2021-03-31 11:21:36,2.394s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:21:36,2021-03-31 11:21:36,0.113s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:36,2021-03-31 11:21:38,2.035s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:38,2021-03-31 11:21:40,1.336s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:40,2021-03-31 11:21:41,0.969s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:21:41,2021-03-31 11:21:41,0.628s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:21:41,2021-03-31 11:21:41,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchSugguest,Chrome 89.0.4389.90,,,2021-03-31 11:21:41,2021-03-31 11:21:51,9.415s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:21:41,2021-03-31 11:21:41,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:21:42,2021-03-31 11:21:44,2.460s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:21:44,2021-03-31 11:21:44,0.115s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:44,2021-03-31 11:21:46,2.028s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:46,2021-03-31 11:21:49,2.477s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:49,2021-03-31 11:21:49,0.852s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:21:49,2021-03-31 11:21:51,1.345s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:21:51,2021-03-31 11:21:51,0.001s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyClickingOnGenre,Chrome 89.0.4389.90,,,2021-03-31 11:21:51,2021-03-31 11:22:00,9.438s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:21:51,2021-03-31 11:21:51,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:21:51,2021-03-31 11:21:54,2.550s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:21:54,2021-03-31 11:21:54,0.114s,PASSED
"commonActions.ClickableActions.clickingOnGenre(findTestObject(""Object Repository/VideoDetailPageUI/TEXT_LINK_GENER""))",Chrome 89.0.4389.90,,,2021-03-31 11:21:54,2021-03-31 11:22:00,5.963s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:22:00,2021-03-31 11:22:00,0.662s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:22:00,2021-03-31 11:22:00,0.000s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyRankingcheckOnComicPage,Chrome 89.0.4389.90,,,2021-03-31 11:22:00,2021-03-31 11:22:29,28.762s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:22:00,2021-03-31 11:22:00,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:22:00,2021-03-31 11:22:03,2.506s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:22:03,2021-03-31 11:22:03,0.115s,PASSED
commonActions.PageActions.openComicPage(),Chrome 89.0.4389.90,,,2021-03-31 11:22:03,2021-03-31 11:22:05,1.999s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 11:22:05,2021-03-31 11:22:29,23.759s,PASSED
"commonActions.Comics.CheckComicRankingDisplay20Items(findTestObject(""ComicPageUI/COMIC_RANKING_SECTION""))",Chrome 89.0.4389.90,,,2021-03-31 11:22:29,2021-03-31 11:22:29,0.246s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:22:29,2021-03-31 11:22:29,0.000s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyClickOnAddToMyList,Chrome 89.0.4389.90,,,2021-03-31 11:22:29,2021-03-31 11:23:07,37.913s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:22:29,2021-03-31 11:22:29,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:22:29,2021-03-31 11:22:33,3.422s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:22:33,2021-03-31 11:22:33,0.114s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 11:22:33,2021-03-31 11:22:42,9.001s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 11:22:42,2021-03-31 11:23:06,24.549s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 11:23:06,2021-03-31 11:23:07,0.681s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:23:07,2021-03-31 11:23:07,0.000s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyMyListShowValidData,Chrome 89.0.4389.90,,,2021-03-31 11:23:07,2021-03-31 11:23:22,15.003s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:23:07,2021-03-31 11:23:07,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:23:07,2021-03-31 11:23:10,2.425s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:23:10,2021-03-31 11:23:10,0.114s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 11:23:10,2021-03-31 11:23:22,12.325s,ERROR
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:23:22,2021-03-31 11:23:22,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyAlbumDisplayed,Chrome 89.0.4389.90,,,2021-03-31 11:23:22,2021-03-31 11:23:47,24.980s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:23:22,2021-03-31 11:23:22,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:23:22,2021-03-31 11:23:26,3.402s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:23:26,2021-03-31 11:23:26,0.114s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 11:23:26,2021-03-31 11:23:26,0.226s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 11:23:26,2021-03-31 11:23:45,19.134s,PASSED
"commonActions.PageActions.checkAlbumItemsCanClickable(findTestObject(""Object Repository/POPS App UI/HomePageUI/ALBUM_PART""))",Chrome 89.0.4389.90,,,2021-03-31 11:23:45,2021-03-31 11:23:46,0.624s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 11:23:46,2021-03-31 11:23:47,1.276s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:23:47,2021-03-31 11:23:47,0.000s,PASSED
,,,,,,,
Test Cases/Component/VerifyRecommandationDisplayed,Chrome 89.0.4389.90,,,2021-03-31 11:23:47,2021-03-31 11:24:09,22.150s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:23:47,2021-03-31 11:23:47,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 11:23:47,2021-03-31 11:23:50,3.126s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 11:23:50,2021-03-31 11:23:50,0.116s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 11:23:50,2021-03-31 11:23:51,0.209s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 11:23:51,2021-03-31 11:24:06,15.031s,PASSED
"commonActions.PageActions.checkRecommandation(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 11:24:06,2021-03-31 11:24:06,0.845s,PASSED
"commonActions.PageActions.checkReCommandationCanClickable(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 11:24:06,2021-03-31 11:24:08,1.346s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 11:24:08,2021-03-31 11:24:09,1.335s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 11:24:09,2021-03-31 11:24:09,0.001s,PASSED
