Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"commonActions.VideoPlayer.nextVideoByClicking(findTestObject(""VideoDetailPageUI/video_frame""))",Chrome 89.0.4389.90,,,2021-03-31 09:53:44,2021-03-31 09:54:27,42.805s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:54:27,2021-03-31 09:54:27,0.667s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:54:27,2021-03-31 09:54:27,0.002s,PASSED
,,,,,,,
Test Cases/VideoPlayer/VerifyVideoCanPlay,Chrome 89.0.4389.90,,,2021-03-31 09:54:27,2021-03-31 09:55:30,1m - 2.472s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:54:27,2021-03-31 09:54:27,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:54:27,2021-03-31 09:54:30,2.534s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:54:30,2021-03-31 09:54:30,0.122s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 09:54:30,2021-03-31 09:54:32,2.269s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:54:32,2021-03-31 09:54:35,2.480s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:54:35,2021-03-31 09:54:36,0.861s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.90,,,2021-03-31 09:54:36,2021-03-31 09:54:39,3.709s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.90,,,2021-03-31 09:54:39,2021-03-31 09:54:40,0.598s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 3)",Chrome 89.0.4389.90,,,2021-03-31 09:54:40,2021-03-31 09:54:41,0.967s,PASSED
commonActions.VideoPlayer.verifyPlayer(25),Chrome 89.0.4389.90,,,2021-03-31 09:54:41,2021-03-31 09:55:29,47.934s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:55:29,2021-03-31 09:55:30,0.815s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:55:30,2021-03-31 09:55:30,0.002s,PASSED
,,,,,,,
Test Cases/UnlockComic/VerifyUnlockComic,Chrome 89.0.4389.90,,,2021-03-31 09:55:30,2021-03-31 09:55:59,29.404s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:55:30,2021-03-31 09:55:30,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:55:30,2021-03-31 09:55:32,2.503s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:55:32,2021-03-31 09:55:32,0.117s,PASSED
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.90,,,2021-03-31 09:55:32,2021-03-31 09:55:43,10.747s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.90,,,2021-03-31 09:55:43,2021-03-31 09:55:56,12.914s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/COMIC_RESULT_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:55:56,2021-03-31 09:55:56,0.300s,PASSED
"click(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_SORT""))",Chrome 89.0.4389.90,,,2021-03-31 09:55:56,2021-03-31 09:55:58,1.264s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""ComicPageUI/COMICDETAILPAGEUI/BUTTON_STAR_ICON""), 3)",Chrome 89.0.4389.90,,,2021-03-31 09:55:58,2021-03-31 09:55:59,1.391s,FAILED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:55:59,2021-03-31 09:55:59,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchData,Chrome 89.0.4389.90,,,2021-03-31 09:55:59,2021-03-31 09:56:09,9.755s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:55:59,2021-03-31 09:55:59,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:55:59,2021-03-31 09:56:02,3.225s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:56:02,2021-03-31 09:56:03,0.117s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:03,2021-03-31 09:56:05,2.271s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:05,2021-03-31 09:56:06,1.332s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:06,2021-03-31 09:56:08,1.780s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:56:08,2021-03-31 09:56:09,0.892s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:09,2021-03-31 09:56:09,0.001s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchSugguest,Chrome 89.0.4389.90,,,2021-03-31 09:56:09,2021-03-31 09:56:18,8.940s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:09,2021-03-31 09:56:09,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:56:09,2021-03-31 09:56:13,4.064s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:56:13,2021-03-31 09:56:13,0.121s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:13,2021-03-31 09:56:14,1.025s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:14,2021-03-31 09:56:16,1.760s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:16,2021-03-31 09:56:17,1.195s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:56:17,2021-03-31 09:56:18,0.637s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:18,2021-03-31 09:56:18,0.001s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyClickingOnGenre,Chrome 89.0.4389.90,,,2021-03-31 09:56:18,2021-03-31 09:56:27,9.359s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:18,2021-03-31 09:56:18,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:56:18,2021-03-31 09:56:20,2.494s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:56:20,2021-03-31 09:56:21,0.118s,PASSED
"commonActions.ClickableActions.clickingOnGenre(findTestObject(""Object Repository/VideoDetailPageUI/TEXT_LINK_GENER""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:21,2021-03-31 09:56:26,5.959s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:56:26,2021-03-31 09:56:27,0.642s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:27,2021-03-31 09:56:27,0.001s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyRankingcheckOnComicPage,Chrome 89.0.4389.90,,,2021-03-31 09:56:27,2021-03-31 09:56:58,30.822s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:27,2021-03-31 09:56:27,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:56:27,2021-03-31 09:56:30,2.417s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:56:30,2021-03-31 09:56:30,0.118s,PASSED
commonActions.PageActions.openComicPage(),Chrome 89.0.4389.90,,,2021-03-31 09:56:30,2021-03-31 09:56:32,2.220s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 09:56:32,2021-03-31 09:56:58,25.666s,PASSED
"commonActions.Comics.CheckComicRankingDisplay20Items(findTestObject(""ComicPageUI/COMIC_RANKING_SECTION""))",Chrome 89.0.4389.90,,,2021-03-31 09:56:58,2021-03-31 09:56:58,0.254s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:58,2021-03-31 09:56:58,0.000s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyClickOnAddToMyList,Chrome 89.0.4389.90,,,2021-03-31 09:56:58,2021-03-31 09:57:35,36.636s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:56:58,2021-03-31 09:56:58,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:56:58,2021-03-31 09:57:01,3.098s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:57:01,2021-03-31 09:57:01,0.118s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 09:57:01,2021-03-31 09:57:10,8.476s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 09:57:10,2021-03-31 09:57:34,24.120s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:57:34,2021-03-31 09:57:35,0.686s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:57:35,2021-03-31 09:57:35,0.001s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyMyListShowValidData,Chrome 89.0.4389.90,,,2021-03-31 09:57:35,2021-03-31 09:58:08,33.113s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:57:35,2021-03-31 09:57:35,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:57:35,2021-03-31 09:57:39,4.527s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:57:39,2021-03-31 09:57:39,0.120s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.90,,,2021-03-31 09:57:39,2021-03-31 09:57:47,7.728s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.90,,,2021-03-31 09:57:47,2021-03-31 09:58:07,19.694s,PASSED
closeBrowser(),Chrome 89.0.4389.90,,,2021-03-31 09:58:07,2021-03-31 09:58:08,0.908s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:58:08,2021-03-31 09:58:08,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyAlbumDisplayed,Chrome 89.0.4389.90,,,2021-03-31 09:58:08,2021-03-31 09:58:28,20.767s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:58:08,2021-03-31 09:58:08,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:58:08,2021-03-31 09:58:11,2.750s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:58:11,2021-03-31 09:58:11,0.116s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 09:58:11,2021-03-31 09:58:11,0.492s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 09:58:11,2021-03-31 09:58:26,14.939s,PASSED
"commonActions.PageActions.checkAlbumItemsCanClickable(findTestObject(""Object Repository/POPS App UI/HomePageUI/ALBUM_PART""))",Chrome 89.0.4389.90,,,2021-03-31 09:58:26,2021-03-31 09:58:27,0.670s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 09:58:27,2021-03-31 09:58:28,1.659s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:58:28,2021-03-31 09:58:28,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyRecommandationDisplayed,Chrome 89.0.4389.90,,,2021-03-31 09:58:28,2021-03-31 09:58:51,22.487s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:58:28,2021-03-31 09:58:28,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.90,,,2021-03-31 09:58:29,2021-03-31 09:58:32,3.171s,PASSED
maximizeWindow(),Chrome 89.0.4389.90,,,2021-03-31 09:58:32,2021-03-31 09:58:32,0.118s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.90,,,2021-03-31 09:58:32,2021-03-31 09:58:32,0.263s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.90,,,2021-03-31 09:58:32,2021-03-31 09:58:48,15.328s,PASSED
"commonActions.PageActions.checkRecommandation(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 09:58:48,2021-03-31 09:58:49,1.017s,PASSED
"commonActions.PageActions.checkReCommandationCanClickable(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.90,,,2021-03-31 09:58:49,2021-03-31 09:58:50,1.148s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.90,,,2021-03-31 09:58:50,2021-03-31 09:58:51,1.295s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.90,,,2021-03-31 09:58:51,2021-03-31 09:58:51,0.001s,PASSED
