Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"commonActions.VideoPlayer.nextVideoByClicking(findTestObject(""VideoDetailPageUI/video_frame""))",Chrome 89.0.4389.114,,,2021-03-31 14:46:11,2021-03-31 14:47:00,48.772s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:47:00,2021-03-31 14:47:01,1.320s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:47:01,2021-03-31 14:47:01,0.003s,PASSED
,,,,,,,
Test Cases/VideoPlayer/VerifyVideoCanPlay,Chrome 89.0.4389.114,,,2021-03-31 14:47:01,2021-03-31 14:48:03,1m - 1.850s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:47:01,2021-03-31 14:47:01,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:47:01,2021-03-31 14:47:04,2.597s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:47:04,2021-03-31 14:47:04,0.113s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.114,,,2021-03-31 14:47:04,2021-03-31 14:47:06,2.091s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:47:06,2021-03-31 14:47:07,1.411s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:47:07,2021-03-31 14:47:08,0.790s,PASSED
"commonActions.SearchActions.searchAnyVideo(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), ""conan"")",Chrome 89.0.4389.114,,,2021-03-31 14:47:08,2021-03-31 14:47:12,4.335s,PASSED
"commonActions.BaseActions.clickFirstElement(findTestObject(""SearchPageUI/RESULT_ELEMENTS""), 0)",Chrome 89.0.4389.114,,,2021-03-31 14:47:12,2021-03-31 14:47:13,0.297s,PASSED
"commonActions.BaseActions.ClickElementsByJS(findTestObject(""SearchPageUI/LIST_TITLE_RESULT""), 3)",Chrome 89.0.4389.114,,,2021-03-31 14:47:13,2021-03-31 14:47:14,0.991s,PASSED
commonActions.VideoPlayer.verifyPlayer(25),Chrome 89.0.4389.114,,,2021-03-31 14:47:14,2021-03-31 14:48:02,48.497s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:48:02,2021-03-31 14:48:03,0.659s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:03,2021-03-31 14:48:03,0.001s,PASSED
,,,,,,,
Test Cases/UnlockComic/VerifyUnlockComic,Chrome 89.0.4389.114,,,2021-03-31 14:48:03,2021-03-31 14:48:21,18.465s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:03,2021-03-31 14:48:03,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:48:03,2021-03-31 14:48:06,2.957s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:48:06,2021-03-31 14:48:06,0.116s,PASSED
"commonActions.SignInActions.SignInWithValidAccount(""huy.thanh@pops.vn"", ""12345678"")",Chrome 89.0.4389.114,,,2021-03-31 14:48:06,2021-03-31 14:48:17,10.914s,PASSED
"commonActions.SearchActions.searchAnyComic(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""), APICMS.getComicNameCanUnlock())",Chrome 89.0.4389.114,,,2021-03-31 14:48:17,2021-03-31 14:48:21,4.406s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:21,2021-03-31 14:48:21,0.000s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchData,Chrome 89.0.4389.114,,,2021-03-31 14:48:21,2021-03-31 14:48:30,8.287s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:21,2021-03-31 14:48:21,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:48:21,2021-03-31 14:48:25,3.139s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:48:25,2021-03-31 14:48:25,0.119s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:25,2021-03-31 14:48:27,2.034s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:27,2021-03-31 14:48:28,1.197s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:28,2021-03-31 14:48:29,1.126s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:48:29,2021-03-31 14:48:30,0.608s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:30,2021-03-31 14:48:30,0.002s,PASSED
,,,,,,,
Test Cases/Search/VerifySearchSugguest,Chrome 89.0.4389.114,,,2021-03-31 14:48:30,2021-03-31 14:48:38,7.888s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:30,2021-03-31 14:48:30,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:48:30,2021-03-31 14:48:32,2.524s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:48:32,2021-03-31 14:48:32,0.115s,PASSED
"click(findTestObject(""SearchPageUI/TEXTBOX_SEARCH""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:32,2021-03-31 14:48:35,2.252s,PASSED
"commonActions.SearchActions.verifyComicSuggest(findTestObject(""SearchPageUI/COMIC_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:35,2021-03-31 14:48:36,1.422s,PASSED
"commonActions.SearchActions.verifyVideoSuggest(findTestObject(""SearchPageUI/VIDEO_ITEMS""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:36,2021-03-31 14:48:37,0.893s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:48:37,2021-03-31 14:48:38,0.613s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:38,2021-03-31 14:48:38,0.002s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyClickingOnGenre,Chrome 89.0.4389.114,,,2021-03-31 14:48:38,2021-03-31 14:48:50,12.463s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:38,2021-03-31 14:48:38,0.001s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:48:38,2021-03-31 14:48:40,2.723s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:48:40,2021-03-31 14:48:40,0.172s,PASSED
"commonActions.ClickableActions.clickingOnGenre(findTestObject(""Object Repository/VideoDetailPageUI/TEXT_LINK_GENER""))",Chrome 89.0.4389.114,,,2021-03-31 14:48:40,2021-03-31 14:48:49,8.867s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:48:49,2021-03-31 14:48:50,0.634s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:50,2021-03-31 14:48:50,0.002s,PASSED
,,,,,,,
Test Cases/Clickable/VerifyRankingcheckOnComicPage,Chrome 89.0.4389.114,,,2021-03-31 14:48:50,2021-03-31 14:49:26,35.939s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:48:50,2021-03-31 14:48:50,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:48:50,2021-03-31 14:48:53,2.535s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:48:53,2021-03-31 14:48:53,0.115s,PASSED
commonActions.PageActions.openComicPage(),Chrome 89.0.4389.114,,,2021-03-31 14:48:53,2021-03-31 14:48:55,2.360s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.114,,,2021-03-31 14:48:55,2021-03-31 14:49:26,30.619s,PASSED
"commonActions.Comics.CheckComicRankingDisplay20Items(findTestObject(""ComicPageUI/COMIC_RANKING_SECTION""))",Chrome 89.0.4389.114,,,2021-03-31 14:49:26,2021-03-31 14:49:26,0.252s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:49:26,2021-03-31 14:49:26,0.001s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyClickOnAddToMyList,Chrome 89.0.4389.114,,,2021-03-31 14:49:26,2021-03-31 14:50:02,36.469s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:49:26,2021-03-31 14:49:26,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:49:26,2021-03-31 14:49:29,3.266s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:49:29,2021-03-31 14:49:29,0.115s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.114,,,2021-03-31 14:49:29,2021-03-31 14:49:37,7.848s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.114,,,2021-03-31 14:49:37,2021-03-31 14:50:02,24.526s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:50:02,2021-03-31 14:50:02,0.654s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:50:02,2021-03-31 14:50:02,0.001s,PASSED
,,,,,,,
Test Cases/AddToMyList/VerifyMyListShowValidData,Chrome 89.0.4389.114,,,2021-03-31 14:50:02,2021-03-31 14:50:38,36.088s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:50:02,2021-03-31 14:50:02,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:50:02,2021-03-31 14:50:05,2.571s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:50:05,2021-03-31 14:50:05,0.114s,PASSED
commonActions.PageActions.openVideoPage(),Chrome 89.0.4389.114,,,2021-03-31 14:50:05,2021-03-31 14:50:13,7.783s,PASSED
commonActions.ClickableActions.addToMyList(),Chrome 89.0.4389.114,,,2021-03-31 14:50:13,2021-03-31 14:50:38,24.902s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-03-31 14:50:38,2021-03-31 14:50:38,0.655s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:50:38,2021-03-31 14:50:38,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyAlbumDisplayed,Chrome 89.0.4389.114,,,2021-03-31 14:50:38,2021-03-31 14:50:59,20.234s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:50:38,2021-03-31 14:50:38,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:50:39,2021-03-31 14:50:41,2.784s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:50:41,2021-03-31 14:50:41,0.115s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.114,,,2021-03-31 14:50:41,2021-03-31 14:50:42,0.224s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.114,,,2021-03-31 14:50:42,2021-03-31 14:50:57,14.987s,PASSED
"commonActions.PageActions.checkAlbumItemsCanClickable(findTestObject(""Object Repository/POPS App UI/HomePageUI/ALBUM_PART""))",Chrome 89.0.4389.114,,,2021-03-31 14:50:57,2021-03-31 14:50:57,0.649s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.114,,,2021-03-31 14:50:57,2021-03-31 14:50:59,1.415s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:50:59,2021-03-31 14:50:59,0.001s,PASSED
,,,,,,,
Test Cases/Component/VerifyRecommandationDisplayed,Chrome 89.0.4389.114,,,2021-03-31 14:50:59,2021-03-31 14:51:26,27.209s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:50:59,2021-03-31 14:50:59,0.000s,PASSED
openBrowser(SourceURL),Chrome 89.0.4389.114,,,2021-03-31 14:50:59,2021-03-31 14:51:04,5.320s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-03-31 14:51:04,2021-03-31 14:51:04,0.117s,PASSED
commonActions.APIs.anonymousLogin(),Chrome 89.0.4389.114,,,2021-03-31 14:51:04,2021-03-31 14:51:04,0.142s,PASSED
commonActions.BaseActions.ScrollToFooter(),Chrome 89.0.4389.114,,,2021-03-31 14:51:04,2021-03-31 14:51:22,18.056s,PASSED
"commonActions.PageActions.checkRecommandation(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.114,,,2021-03-31 14:51:22,2021-03-31 14:51:23,1.037s,PASSED
"commonActions.PageActions.checkReCommandationCanClickable(findTestObject(""POPS App UI/HomePageUI/RECOMMANDATION_PART""))",Chrome 89.0.4389.114,,,2021-03-31 14:51:23,2021-03-31 14:51:25,1.100s,PASSED
"commonActions.PageActions.checkBrokenImages(findTestObject(""Object Repository/CommonUI/IMG_THUMNAIL""), ""src"")",Chrome 89.0.4389.114,,,2021-03-31 14:51:25,2021-03-31 14:51:26,1.377s,PASSED
Start listener action : sampleAfterTestCase,Chrome 89.0.4389.114,,,2021-03-31 14:51:26,2021-03-31 14:51:26,0.000s,PASSED
